t_sec,reason,N,U,L,n,loss_rate,wilson_95_low,wilson_95_high
90,bid_source_old,1117,1,302,1116,0.270609318996415770609318996415770609318996415770609318996416,0.245363476843989987549280671586585060128889706690534872905512,0.297428946166328293020195249190291831932709844772224248981442
90,ask_source_old,1117,1,302,1116,0.270609318996415770609318996415770609318996415770609318996416,0.245363476843989987549280671586585060128889706690534872905512,0.297428946166328293020195249190291831932709844772224248981442
90,bid_source_future,0,0,0,0,,,
90,ask_source_future,0,0,0,0,,,
90,bid_received_stale,78,0,22,78,0.282051282051282051282051282051282051282051282051282051282051,0.194253347296740197986589513753384360526792507558200472322838,0.390309287706011155408331280790120575466934725246858029652344
90,ask_received_stale,78,0,22,78,0.282051282051282051282051282051282051282051282051282051282051,0.194253347296740197986589513753384360526792507558200472322838,0.390309287706011155408331280790120575466934725246858029652344
90,bid_received_future,0,0,0,0,,,
90,ask_received_future,0,0,0,0,,,
90,quote_row_stale,78,0,22,78,0.282051282051282051282051282051282051282051282051282051282051,0.194253347296740197986589513753384360526792507558200472322838,0.390309287706011155408331280790120575466934725246858029652344
90,both_sources_old_common_fresh,1039,1,280,1038,0.269749518304431599229287090558766859344894026974951830443160,0.243634829069059602257183446549132610224432021693448528652875,0.297562158291119855126163941630613498157763213491160759993015
90,only_bid_unavailable_with_fresh_ask,0,0,0,0,,,
90,only_bid_source_old_with_fresh_ask,0,0,0,0,,,
90,only_bid_received_stale_with_fresh_ask,0,0,0,0,,,
60,no_quote_row,101,0,10,101,0.0990099009900990099009900990099009900990099009900990099009901,0.0546730329670473562118949932051771685834770848979438069811574,0.172731841868480782411060321988990861037857697016256826503173
60,token_mismatch,101,0,10,101,0.0990099009900990099009900990099009900990099009900990099009901,0.0546730329670473562118949932051771685834770848979438069811574,0.172731841868480782411060321988990861037857697016256826503173
60,quote_sample_stale,33,0,8,33,0.242424242424242424242424242424242424242424242424242424242424,0.128317133771750141335883114161448477984750169681249557840779,0.410246198295573645038961511938309824790957634071636696951761
60,quote_received_stale,226,0,35,226,0.154867256637168141592920353982300884955752212389380530973451,0.113510317944103295058229468753951496900660869679987617632233,0.207760958350309508561219833063863115670475348978811146385817
60,ask_price_missing,101,0,10,101,0.0990099009900990099009900990099009900990099009900990099009901,0.0546730329670473562118949932051771685834770848979438069811574,0.172731841868480782411060321988990861037857697016256826503173
60,ask_price_invalid,0,0,0,0,,,
60,ask_source_clock_missing_or_invalid,101,0,10,101,0.0990099009900990099009900990099009900990099009900990099009901,0.0546730329670473562118949932051771685834770848979438069811574,0.172731841868480782411060321988990861037857697016256826503173
60,ask_source_age,1111,2,261,1109,0.235347159603246167718665464382326420198376916140667267808837,0.211319968153207637502721829704287875104665706531494574906516,0.261201481018843739960012296100709420204884089122031360400350
60,ask_received_clock_missing_or_invalid,101,0,10,101,0.0990099009900990099009900990099009900990099009900990099009901,0.0546730329670473562118949932051771685834770848979438069811574,0.172731841868480782411060321988990861037857697016256826503173
60,ask_received_age,226,0,35,226,0.154867256637168141592920353982300884955752212389380530973451,0.113510317944103295058229468753951496900660869679987617632233,0.207760958350309508561219833063863115670475348978811146385817
60,bid_price_missing,101,0,10,101,0.0990099009900990099009900990099009900990099009900990099009901,0.0546730329670473562118949932051771685834770848979438069811574,0.172731841868480782411060321988990861037857697016256826503173
60,bid_price_invalid,0,0,0,0,,,
60,bid_source_clock_missing_or_invalid,101,0,10,101,0.0990099009900990099009900990099009900990099009900990099009901,0.0546730329670473562118949932051771685834770848979438069811574,0.172731841868480782411060321988990861037857697016256826503173
60,bid_source_age,1111,2,261,1109,0.235347159603246167718665464382326420198376916140667267808837,0.211319968153207637502721829704287875104665706531494574906516,0.261201481018843739960012296100709420204884089122031360400350
60,bid_received_clock_missing_or_invalid,101,0,10,101,0.0990099009900990099009900990099009900990099009900990099009901,0.0546730329670473562118949932051771685834770848979438069811574,0.172731841868480782411060321988990861037857697016256826503173
60,bid_received_age,226,0,35,226,0.154867256637168141592920353982300884955752212389380530973451,0.113510317944103295058229468753951496900660869679987617632233,0.207760958350309508561219833063863115670475348978811146385817
60,crossed_quote,0,0,0,0,,,
60,bid_source_old,1111,2,261,1109,0.235347159603246167718665464382326420198376916140667267808837,0.211319968153207637502721829704287875104665706531494574906516,0.261201481018843739960012296100709420204884089122031360400350
60,ask_source_old,1111,2,261,1109,0.235347159603246167718665464382326420198376916140667267808837,0.211319968153207637502721829704287875104665706531494574906516,0.261201481018843739960012296100709420204884089122031360400350
60,bid_source_future,0,0,0,0,,,
60,ask_source_future,0,0,0,0,,,
60,bid_received_stale,226,0,35,226,0.154867256637168141592920353982300884955752212389380530973451,0.113510317944103295058229468753951496900660869679987617632233,0.207760958350309508561219833063863115670475348978811146385817
60,ask_received_stale,226,0,35,226,0.154867256637168141592920353982300884955752212389380530973451,0.113510317944103295058229468753951496900660869679987617632233,0.207760958350309508561219833063863115670475348978811146385817
60,bid_received_future,0,0,0,0,,,
60,ask_received_future,0,0,0,0,,,
60,quote_row_stale,226,0,35,226,0.154867256637168141592920353982300884955752212389380530973451,0.113510317944103295058229468753951496900660869679987617632233,0.207760958350309508561219833063863115670475348978811146385817
60,both_sources_old_common_fresh,885,2,226,883,0.255945639864099660249150622876557191392978482446206115515289,0.228262226189063540374909529249197758523626999566473353379590,0.285743354274962043003972710615057884560890419817983233317884
60,only_bid_unavailable_with_fresh_ask,0,0,0,0,,,
60,only_bid_source_old_with_fresh_ask,0,0,0,0,,,
60,only_bid_received_stale_with_fresh_ask,0,0,0,0,,,
30,no_quote_row,263,0,21,263,0.0798479087452471482889733840304182509505703422053231939163498,0.0528163291408307861174286631292594045558587479175433161311919,0.118976536268054551599097806350070355198491106570486102219809
30,token_mismatch,263,0,21,263,0.0798479087452471482889733840304182509505703422053231939163498,0.0528163291408307861174286631292594045558587479175433161311919,0.118976536268054551599097806350070355198491106570486102219809
30,quote_sample_stale,33,0,8,33,0.242424242424242424242424242424242424242424242424242424242424,0.128317133771750141335883114161448477984750169681249557840779,0.410246198295573645038961511938309824790957634071636696951761
30,quote_received_stale,82,0,10,82,0.121951219512195121951219512195121951219512195121951219512195,0.0676085364967789397044268766402543162846354580382049801675407,0.210129739951833492488478542403335416219368433011369175584453
30,ask_price_missing,263,0,21,263,0.0798479087452471482889733840304182509505703422053231939163498,0.0528163291408307861174286631292594045558587479175433161311919,0.118976536268054551599097806350070355198491106570486102219809
30,ask_price_invalid,0,0,0,0,,,
30,ask_source_clock_missing_or_invalid,263,0,21,263,0.0798479087452471482889733840304182509505703422053231939163498,0.0528163291408307861174286631292594045558587479175433161311919,0.118976536268054551599097806350070355198491106570486102219809
30,ask_source_age,423,0,98,423,0.231678486997635933806146572104018912529550827423167848699764,0.193995730458236297391427215340840089295885877688462911110706,0.274190887057384967823128968837870830103753518669217047706848
30,ask_received_clock_missing_or_invalid,263,0,21,263,0.0798479087452471482889733840304182509505703422053231939163498,0.0528163291408307861174286631292594045558587479175433161311919,0.118976536268054551599097806350070355198491106570486102219809
30,ask_received_age,82,0,10,82,0.121951219512195121951219512195121951219512195121951219512195,0.0676085364967789397044268766402543162846354580382049801675407,0.210129739951833492488478542403335416219368433011369175584453
30,bid_price_missing,263,0,21,263,0.0798479087452471482889733840304182509505703422053231939163498,0.0528163291408307861174286631292594045558587479175433161311919,0.118976536268054551599097806350070355198491106570486102219809
30,bid_price_invalid,0,0,0,0,,,
30,bid_source_clock_missing_or_invalid,263,0,21,263,0.0798479087452471482889733840304182509505703422053231939163498,0.0528163291408307861174286631292594045558587479175433161311919,0.118976536268054551599097806350070355198491106570486102219809
30,bid_source_age,423,0,98,423,0.231678486997635933806146572104018912529550827423167848699764,0.193995730458236297391427215340840089295885877688462911110706,0.274190887057384967823128968837870830103753518669217047706848
30,bid_received_clock_missing_or_invalid,263,0,21,263,0.0798479087452471482889733840304182509505703422053231939163498,0.0528163291408307861174286631292594045558587479175433161311919,0.118976536268054551599097806350070355198491106570486102219809
30,bid_received_age,82,0,10,82,0.121951219512195121951219512195121951219512195121951219512195,0.0676085364967789397044268766402543162846354580382049801675407,0.210129739951833492488478542403335416219368433011369175584453
30,crossed_quote,0,0,0,0,,,
30,bid_source_old,423,0,98,423,0.231678486997635933806146572104018912529550827423167848699764,0.193995730458236297391427215340840089295885877688462911110706,0.274190887057384967823128968837870830103753518669217047706848
30,ask_source_old,423,0,98,423,0.231678486997635933806146572104018912529550827423167848699764,0.193995730458236297391427215340840089295885877688462911110706,0.274190887057384967823128968837870830103753518669217047706848
30,bid_source_future,0,0,0,0,,,
30,ask_source_future,0,0,0,0,,,
30,bid_received_stale,82,0,10,82,0.121951219512195121951219512195121951219512195121951219512195,0.0676085364967789397044268766402543162846354580382049801675407,0.210129739951833492488478542403335416219368433011369175584453
30,ask_received_stale,82,0,10,82,0.121951219512195121951219512195121951219512195121951219512195,0.0676085364967789397044268766402543162846354580382049801675407,0.210129739951833492488478542403335416219368433011369175584453
30,bid_received_future,0,0,0,0,,,
30,ask_received_future,0,0,0,0,,,
30,quote_row_stale,82,0,10,82,0.121951219512195121951219512195121951219512195121951219512195,0.0676085364967789397044268766402543162846354580382049801675407,0.210129739951833492488478542403335416219368433011369175584453
30,both_sources_old_common_fresh,341,0,88,341,0.258064516129032258064516129032258064516129032258064516129032,0.214497687937492517350585840390546239850835921220823196807795,0.307021561620622797282062194598146034757345337126461689722693
30,only_bid_unavailable_with_fresh_ask,0,0,0,0,,,
30,only_bid_source_old_with_fresh_ask,0,0,0,0,,,
30,only_bid_received_stale_with_fresh_ask,0,0,0,0,,,
15,no_quote_row,53,0,1,53,0.0188679245283018867924528301886792452830188679245283018867925,0.0033384533882637656821973476453314221271521740259389223623519,0.0994291205250123659818348098880156330548803477119325398887805
15,token_mismatch,53,0,1,53,0.0188679245283018867924528301886792452830188679245283018867925,0.0033384533882637656821973476453314221271521740259389223623519,0.0994291205250123659818348098880156330548803477119325398887805
15,quote_sample_stale,27,0,4,27,0.148148148148148148148148148148148148148148148148148148148148,0.059159277762443300757095842292483488206447731088741631495683,0.324786854278129818045017235234935749726930659258221717062511
15,quote_received_stale,260,0,12,260,0.0461538461538461538461538461538461538461538461538461538461538,0.0265961619748720198794275019972446027146622805107174965909976,0.0789272798114891527743774350114523758792699138101581398679660
15,ask_price_missing,53,0,1,53,0.0188679245283018867924528301886792452830188679245283018867925,0.0033384533882637656821973476453314221271521740259389223623519,0.0994291205250123659818348098880156330548803477119325398887805
15,ask_price_invalid,0,0,0,0,,,
15,ask_source_clock_missing_or_invalid,53,0,1,53,0.0188679245283018867924528301886792452830188679245283018867925,0.0033384533882637656821973476453314221271521740259389223623519,0.0994291205250123659818348098880156330548803477119325398887805
15,ask_source_age,476,0,67,476,0.140756302521008403361344537815126050420168067226890756302521,0.112383126965301170324565589378640384969805275693128566796470,0.174881460716361312441033363205983188570008728360440672069670
15,ask_received_clock_missing_or_invalid,53,0,1,53,0.0188679245283018867924528301886792452830188679245283018867925,0.0033384533882637656821973476453314221271521740259389223623519,0.0994291205250123659818348098880156330548803477119325398887805
15,ask_received_age,260,0,12,260,0.0461538461538461538461538461538461538461538461538461538461538,0.0265961619748720198794275019972446027146622805107174965909976,0.0789272798114891527743774350114523758792699138101581398679660
15,bid_price_missing,54,0,2,54,0.0370370370370370370370370370370370370370370370370370370370370,0.0102163679484455828915633976212042282228097888047535241813745,0.125351769172754774087629100192589621505464673568552437332739
15,bid_price_invalid,0,0,0,0,,,
15,bid_source_clock_missing_or_invalid,53,0,1,53,0.0188679245283018867924528301886792452830188679245283018867925,0.0033384533882637656821973476453314221271521740259389223623519,0.0994291205250123659818348098880156330548803477119325398887805
15,bid_source_age,476,0,67,476,0.140756302521008403361344537815126050420168067226890756302521,0.112383126965301170324565589378640384969805275693128566796470,0.174881460716361312441033363205983188570008728360440672069670
15,bid_received_clock_missing_or_invalid,53,0,1,53,0.0188679245283018867924528301886792452830188679245283018867925,0.0033384533882637656821973476453314221271521740259389223623519,0.0994291205250123659818348098880156330548803477119325398887805
15,bid_received_age,260,0,12,260,0.0461538461538461538461538461538461538461538461538461538461538,0.0265961619748720198794275019972446027146622805107174965909976,0.0789272798114891527743774350114523758792699138101581398679660
15,crossed_quote,0,0,0,0,,,
15,bid_source_old,476,0,67,476,0.140756302521008403361344537815126050420168067226890756302521,0.112383126965301170324565589378640384969805275693128566796470,0.174881460716361312441033363205983188570008728360440672069670
15,ask_source_old,476,0,67,476,0.140756302521008403361344537815126050420168067226890756302521,0.112383126965301170324565589378640384969805275693128566796470,0.174881460716361312441033363205983188570008728360440672069670
15,bid_source_future,0,0,0,0,,,
15,ask_source_future,0,0,0,0,,,
15,bid_received_stale,260,0,12,260,0.0461538461538461538461538461538461538461538461538461538461538,0.0265961619748720198794275019972446027146622805107174965909976,0.0789272798114891527743774350114523758792699138101581398679660
15,ask_received_stale,260,0,12,260,0.0461538461538461538461538461538461538461538461538461538461538,0.0265961619748720198794275019972446027146622805107174965909976,0.0789272798114891527743774350114523758792699138101581398679660
15,bid_received_future,0,0,0,0,,,
15,ask_received_future,0,0,0,0,,,
15,quote_row_stale,260,0,12,260,0.0461538461538461538461538461538461538461538461538461538461538,0.0265961619748720198794275019972446027146622805107174965909976,0.0789272798114891527743774350114523758792699138101581398679660
15,both_sources_old_common_fresh,216,0,55,216,0.254629629629629629629629629629629629629629629629629629629630,0.201169545311059097699194664375279332564269126783797684487492,0.316664804185069683716842829469713639088599533604447710334322
15,only_bid_unavailable_with_fresh_ask,0,0,0,0,,,
15,only_bid_source_old_with_fresh_ask,0,0,0,0,,,
15,only_bid_received_stale_with_fresh_ask,0,0,0,0,,,
10,no_quote_row,52,0,1,52,0.0192307692307692307692307692307692307692307692307692307692308,0.0034028080709451573707650711875121422990659645141117025308018,0.101205111278922465937668607090375054437645865593848316814214
10,token_mismatch,52,0,1,52,0.0192307692307692307692307692307692307692307692307692307692308,0.0034028080709451573707650711875121422990659645141117025308018,0.101205111278922465937668607090375054437645865593848316814214
10,quote_sample_stale,206,0,5,206,0.0242718446601941747572815533980582524271844660194174757281553,0.0104110300693988990185857417020075432840822405578336501171229,0.0555504767676337711199585208908733108294034396690606941368253
10,quote_received_stale,252,0,9,252,0.0357142857142857142857142857142857142857142857142857142857143,0.0189011607897338949566901825259800689263269994240825183470479,0.0664699081580931233746076641544203973419175923287594173744503
10,ask_price_missing,52,0,1,52,0.0192307692307692307692307692307692307692307692307692307692308,0.0034028080709451573707650711875121422990659645141117025308018,0.101205111278922465937668607090375054437645865593848316814214
10,ask_price_invalid,0,0,0,0,,,
10,ask_source_clock_missing_or_invalid,52,0,1,52,0.0192307692307692307692307692307692307692307692307692307692308,0.0034028080709451573707650711875121422990659645141117025308018,0.101205111278922465937668607090375054437645865593848316814214
10,ask_source_age,419,1,50,418,0.119617224880382775119617224880382775119617224880382775119617,0.0919205192179380140465459879174276766784185485291287727233080,0.154241769123740771796984031848272411566898159883461968603120
10,ask_received_clock_missing_or_invalid,52,0,1,52,0.0192307692307692307692307692307692307692307692307692307692308,0.0034028080709451573707650711875121422990659645141117025308018,0.101205111278922465937668607090375054437645865593848316814214
10,ask_received_age,252,0,9,252,0.0357142857142857142857142857142857142857142857142857142857143,0.0189011607897338949566901825259800689263269994240825183470479,0.0664699081580931233746076641544203973419175923287594173744503
10,bid_price_missing,53,0,2,53,0.0377358490566037735849056603773584905660377358490566037735849,0.0104102872758268455072011597121791470698503602401991254326645,0.127542871974183555503339540662997435359945592017755808887051
10,bid_price_invalid,0,0,0,0,,,
10,bid_source_clock_missing_or_invalid,52,0,1,52,0.0192307692307692307692307692307692307692307692307692307692308,0.0034028080709451573707650711875121422990659645141117025308018,0.101205111278922465937668607090375054437645865593848316814214
10,bid_source_age,419,1,50,418,0.119617224880382775119617224880382775119617224880382775119617,0.0919205192179380140465459879174276766784185485291287727233080,0.154241769123740771796984031848272411566898159883461968603120
10,bid_received_clock_missing_or_invalid,52,0,1,52,0.0192307692307692307692307692307692307692307692307692307692308,0.0034028080709451573707650711875121422990659645141117025308018,0.101205111278922465937668607090375054437645865593848316814214
10,bid_received_age,252,0,9,252,0.0357142857142857142857142857142857142857142857142857142857143,0.0189011607897338949566901825259800689263269994240825183470479,0.0664699081580931233746076641544203973419175923287594173744503
10,crossed_quote,0,0,0,0,,,
10,bid_source_old,419,1,50,418,0.119617224880382775119617224880382775119617224880382775119617,0.0919205192179380140465459879174276766784185485291287727233080,0.154241769123740771796984031848272411566898159883461968603120
10,ask_source_old,419,1,50,418,0.119617224880382775119617224880382775119617224880382775119617,0.0919205192179380140465459879174276766784185485291287727233080,0.154241769123740771796984031848272411566898159883461968603120
10,bid_source_future,0,0,0,0,,,
10,ask_source_future,0,0,0,0,,,
10,bid_received_stale,252,0,9,252,0.0357142857142857142857142857142857142857142857142857142857143,0.0189011607897338949566901825259800689263269994240825183470479,0.0664699081580931233746076641544203973419175923287594173744503
10,ask_received_stale,252,0,9,252,0.0357142857142857142857142857142857142857142857142857142857143,0.0189011607897338949566901825259800689263269994240825183470479,0.0664699081580931233746076641544203973419175923287594173744503
10,bid_received_future,0,0,0,0,,,
10,ask_received_future,0,0,0,0,,,
10,quote_row_stale,252,0,9,252,0.0357142857142857142857142857142857142857142857142857142857143,0.0189011607897338949566901825259800689263269994240825183470479,0.0664699081580931233746076641544203973419175923287594173744503
10,both_sources_old_common_fresh,167,1,41,166,0.246987951807228915662650602409638554216867469879518072289157,0.187600356701240383821805322799801245420085338210462284435398,0.317820754355743056122120004857077396462234519130120630988060
10,only_bid_unavailable_with_fresh_ask,1,0,1,1,1,0.206549314377237427355313009340764864545094252061342744002356,1
10,only_bid_source_old_with_fresh_ask,0,0,0,0,,,
10,only_bid_received_stale_with_fresh_ask,0,0,0,0,,,
5,no_quote_row,53,0,0,53,0,1E-61,0.0675819885765418623175236146915175279342690912177879901825493
5,token_mismatch,53,0,0,53,0,1E-61,0.0675819885765418623175236146915175279342690912177879901825493
5,quote_sample_stale,35,0,4,35,0.114285714285714285714285714285714285714285714285714285714286,0.045351793330973579027016927199427039587591200664932181203143,0.259514686462138104596611641096309325258553902106994418287325
5,quote_received_stale,249,0,7,249,0.0281124497991967871485943775100401606425702811244979919678715,0.0136830531465530511642369498426887433375828982164280619121141,0.0568807653977254496969160292076427570065982658216220426850949
5,ask_price_missing,53,0,0,53,0,1E-61,0.0675819885765418623175236146915175279342690912177879901825493
5,ask_price_invalid,0,0,0,0,,,
5,ask_source_clock_missing_or_invalid,53,0,0,53,0,1E-61,0.0675819885765418623175236146915175279342690912177879901825493
5,ask_source_age,369,1,29,368,0.0788043478260869565217391304347826086956521739130434782608696,0.0554266679497824711603036896764699349650495510534465549535134,0.110884692318720372156758734975349331916563361166871847072841
5,ask_received_clock_missing_or_invalid,53,0,0,53,0,1E-61,0.0675819885765418623175236146915175279342690912177879901825493
5,ask_received_age,249,0,7,249,0.0281124497991967871485943775100401606425702811244979919678715,0.0136830531465530511642369498426887433375828982164280619121141,0.0568807653977254496969160292076427570065982658216220426850949
5,bid_price_missing,53,0,0,53,0,1E-61,0.0675819885765418623175236146915175279342690912177879901825493
5,bid_price_invalid,0,0,0,0,,,
5,bid_source_clock_missing_or_invalid,53,0,0,53,0,1E-61,0.0675819885765418623175236146915175279342690912177879901825493
5,bid_source_age,369,1,29,368,0.0788043478260869565217391304347826086956521739130434782608696,0.0554266679497824711603036896764699349650495510534465549535134,0.110884692318720372156758734975349331916563361166871847072841
5,bid_received_clock_missing_or_invalid,53,0,0,53,0,1E-61,0.0675819885765418623175236146915175279342690912177879901825493
5,bid_received_age,249,0,7,249,0.0281124497991967871485943775100401606425702811244979919678715,0.0136830531465530511642369498426887433375828982164280619121141,0.0568807653977254496969160292076427570065982658216220426850949
5,crossed_quote,0,0,0,0,,,
5,bid_source_old,369,1,29,368,0.0788043478260869565217391304347826086956521739130434782608696,0.0554266679497824711603036896764699349650495510534465549535134,0.110884692318720372156758734975349331916563361166871847072841
5,ask_source_old,369,1,29,368,0.0788043478260869565217391304347826086956521739130434782608696,0.0554266679497824711603036896764699349650495510534465549535134,0.110884692318720372156758734975349331916563361166871847072841
5,bid_source_future,0,0,0,0,,,
5,ask_source_future,0,0,0,0,,,
5,bid_received_stale,249,0,7,249,0.0281124497991967871485943775100401606425702811244979919678715,0.0136830531465530511642369498426887433375828982164280619121141,0.0568807653977254496969160292076427570065982658216220426850949
5,ask_received_stale,249,0,7,249,0.0281124497991967871485943775100401606425702811244979919678715,0.0136830531465530511642369498426887433375828982164280619121141,0.0568807653977254496969160292076427570065982658216220426850949
5,bid_received_future,0,0,0,0,,,
5,ask_received_future,0,0,0,0,,,
5,quote_row_stale,249,0,7,249,0.0281124497991967871485943775100401606425702811244979919678715,0.0136830531465530511642369498426887433375828982164280619121141,0.0568807653977254496969160292076427570065982658216220426850949
5,both_sources_old_common_fresh,120,1,22,119,0.184873949579831932773109243697478991596638655462184873949580,0.125377080353206137072844279384296559309689526602238664494912,0.264079860975747328558454635382638853265437504565246600587894
5,only_bid_unavailable_with_fresh_ask,0,0,0,0,,,
5,only_bid_source_old_with_fresh_ask,0,0,0,0,,,
5,only_bid_received_stale_with_fresh_ask,0,0,0,0,,,
